FirstAuthor,Year,Journal,doi,ColourMap
Kong,2014,Cognitive neurodynamics,10.1007/s11571-013-9255-z,jet
Brookes,2014,NeuroImage,10.1016/j.neuroimage.2013.12.066,jet
Becker,2014,Frontiers in systems neuroscience,10.3389/fnsys.2013.00121,jet
Castermans,2014,Neuroscience letters,10.1016/j.neulet.2013.12.059,NA
Sitnikova,2014,Neuroscience journal,10.1155/2014/370764,YlRdBu
Kovach,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.12.004,greyscale
Korats,2015,IEEE transactions on bio-medical engineering,10.1109/TBME.2015.2508675,NA
Hsu,2015,Bio-medical materials and engineering,10.3233/BME-151554,jet
Almeida,2015,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2015.11.017,NA
Acharya,2015,European neurology,10.1159/000441975,jet
Cebolla,2015,Frontiers in psychology,10.3389/fpsyg.2015.01869,YlRdBlackBl
Hamandi,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.11.012,jet
Craddock,2015,Psychophysiology,10.1111/psyp.12593,jet
Takaura,2015,The European journal of neuroscience,10.1111/ejn.13136,BlYlGr
Sitnikova,2015,Brain research bulletin,10.1016/j.brainresbull.2015.11.012,jet
Wamain,2015,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2015.10.006,NA
Formaggio,2015,Brain topography,10.1007/s10548-015-0461-3,RdYlBu
Vilhelmsen,2015,Frontiers in systems neuroscience,10.3389/fnsys.2015.00146,jet
Song,2015,Frontiers in neural circuits,10.3389/fncir.2015.00064,greyscale
Enders,2015,Journal of neurophysiology,10.1152/jn.00497.2015,NA
Keshavarz,2015,Frontiers in psychology,10.3389/fpsyg.2015.01581,jet
de Cheveigné,2015,Journal of neural engineering,10.1088/1741-2560/12/6/066020,NA
Thompson,2015,Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society,10.1097/WNP.0000000000000236,NA
Soroko,2015,Fiziologiia cheloveka, ,jet
Tsoneva,2015,Journal of neural engineering,10.1088/1741-2560/12/6/066017,jet
Pinheiro,2015,Social cognitive and affective neuroscience,10.1093/scan/nsv103,NA
Tsinalis,2015,Annals of biomedical engineering,10.1007/s10439-015-1444-y,jet
Pandey,2015,Progress in neuro-psychopharmacology & biological psychiatry,10.1016/j.pnpbp.2015.10.002,jet
Amenedo,2015,Neuroscience,10.1016/j.neuroscience.2015.09.072,jet
Biau,2015,Frontiers in human neuroscience,10.3389/fnhum.2015.00527,jet
Dong,2015,IEEE transactions on cybernetics,10.1109/TCYB.2015.2479240,NA
Xia,2015,Epilepsy & behavior : E&B,10.1016/j.yebeh.2015.07.043,jet
Wang,2015,Technology and health care : official journal of the European Society for Engineering and Medicine,10.3233/THC-150960,jet
Liu,2015,Neuroscience,10.1016/j.neuroscience.2015.09.047,jet
Huart,2015,Journal of Alzheimer's disease : JAD,10.3233/JAD-141494,jet
Yoon,2015,Psychophysiology,10.1111/psyp.12548,jet
DelPozo-Banos,2015,Journal of neural engineering,10.1088/1741-2560/12/5/056019,jet
Mouthaan,2015,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2015.07.031,jet
Takaura,2015,NeuroImage,10.1016/j.neuroimage.2015.09.007,jet
Vandenbroucke,2015,Journal of cognitive neuroscience,10.1162/jocn_a_00870,NA
Shokrollahi,2015,Critical reviews in biomedical engineering,10.1615/critrevbiomedeng.2015012037,jet
Dufort Rouleau,2015,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,10.1017/cjn.2015.294,jet
Minzenberg,2015,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.1038/npp.2015.271,jet
Lajnef,2015,Frontiers in human neuroscience,10.3389/fnhum.2015.00414,jet
Koerner,2015,Hearing research,10.1016/j.heares.2015.08.002,jet
Hauser,2015,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.0560-15.2015,RdYlBu
Meyer,2015,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2015.06.027,jet
Chaitanya,2015,Epilepsy research,10.1016/j.eplepsyres.2015.06.008,jet
Abbasi,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.07.011,NA
van Luijtelaar,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.07.010,NOACCESS
Long,2015,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi, ,NA
Jestrović,2015,Journal of neuroengineering and rehabilitation,10.1186/s12984-015-0049-x,jet
Matre,2015,Sleep,10.5665/sleep.5058,NA
Lin,2015,Journal of medical systems,10.1007/s10916-015-0275-6,NA
Obleser,2015,Brain and language,10.1016/j.bandl.2015.06.001,jet
Lin,2015,NeuroImage,10.1016/j.neuroimage.2015.07.009,jet
Krishnaswamy,2015,NeuroImage,10.1016/j.neuroimage.2015.06.088,NA
Vahabi,2015,International journal of neural systems,10.1142/S0129065715500288,NA
Chu,2015,NeuroImage. Clinical,10.1016/j.nicl.2015.03.019,jet
Amiri,2015,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2015.04.290,jet
Loo,2015,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.12435,jet
Pagano,2015,PloS one,10.1371/journal.pone.0131063,jet
Mas-Herrero,2015,NeuroImage,10.1016/j.neuroimage.2015.05.095,NA
Riaz,2015,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2015.2441835,jet
Jia,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.05.026,NA
Castaño-Candamil,2015,NeuroImage,10.1016/j.neuroimage.2015.05.052,jet
Munneke,2015,Brain research,10.1016/j.brainres.2015.05.030,jet
Durka,2015,Frontiers in human neuroscience,10.3389/fnhum.2015.00258,jet
Tomimatsu,2015,Schizophrenia research,10.1016/j.schres.2015.05.002,jet
Jacobs,2015,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2015.04.053,jet
Wu,2015,Scientific reports,10.1038/srep10240,NA
Suraj,2015,Computational intelligence and neuroscience,10.1155/2015/945729,jet
Massi,2015,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-015-0362-7,NA
Parekh,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.04.006,jet
Thompson,2015,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2015.03.020,jet
Albares,2015,Reviews in the neurosciences,10.1515/revneuro-2014-0078,NA
Hamm,2015,Schizophrenia research,10.1016/j.schres.2015.02.016,jet
Ma,2015,Neuroscience letters,10.1016/j.neulet.2015.04.009,jet
Euler,2015,NeuroImage,10.1016/j.neuroimage.2015.03.078,jet
Han,2015,Cognitive neurodynamics,10.1007/s11571-014-9317-x,NA
Gajic,2015,Frontiers in computational neuroscience,10.3389/fncom.2015.00038,NA
Dvey-Aharon,2015,PloS one,10.1371/journal.pone.0123033,jet
Ramos-Murguialday,2015,Journal of neurophysiology,10.1152/jn.00467.2013,jet
Alicart,2015,Social cognitive and affective neuroscience,10.1093/scan/nsv033,jet
Yan,2015,Epilepsy & behavior : E&B,10.1016/j.yebeh.2015.02.012,NA
Kabir,2015,Medical & biological engineering & computing,10.1007/s11517-015-1265-z,jet
Sukiennik,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.03.002,RdYlBu
Iijima,2015,Neuropsychobiology,10.1159/000363341,NOACCESS
Wang,2015,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi, ,YlRdBlackBu
Ratti,2015,PloS one,10.1371/journal.pone.0120973,jet
Pigorini,2015,NeuroImage,10.1016/j.neuroimage.2015.02.056,jet
O'Reilly,2015,Frontiers in human neuroscience,10.3389/fnhum.2015.00070,jet
Schiecke,2015,IEEE transactions on bio-medical engineering,10.1109/TBME.2015.2407573,RdBu
Niedeggen,2015,Consciousness and cognition,10.1016/j.concog.2015.02.002,jet-like
Javitt,2015,Annals of the New York Academy of Sciences,10.1111/nyas.12689,jet
Rodrigues,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.02.013,jet
Chung,2015,Social cognitive and affective neuroscience,10.1093/scan/nsv006,jet
Hu,2015,NeuroImage,10.1016/j.neuroimage.2015.01.062,jet-like
Sanchez-Alavez,2015,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2015.02.010,jet
Wang,2015,Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society,10.1097/WNP.0000000000000167,NA
Colombet,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2015.01.017,jet
Ren,2015,Neurology,10.1212/WNL.0000000000001234,jet
Moreno,2015,NeuroImage,10.1016/j.neuroimage.2015.01.018,jet
Bernat,2015,Psychophysiology,10.1111/psyp.12390,jet
Tran,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6944966,jet
Kahn,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6944719,jet
Piazza,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6944646,NA
Kerr,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6944597,jet
Valenza,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6944301,jet
Nagaraj,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6944212,jet
Song,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2014.6943831,jet
Horki,2015,Frontiers in human neuroscience,10.3389/fnhum.2014.01009,jet-like
Kayser,2015,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2014.12.011,jet
Weiss,2015,Brain : a journal of neurology,10.1093/brain/awu380,jet
Richard,2015,Journal of neuroscience methods,10.1016/j.jneumeth.2014.12.016,jet
Preti,2016,NeuroImage,10.1016/j.neuroimage.2016.12.061,jet
Uono,2016,Human brain mapping,10.1002/hbm.23505,NA
Miao,2016,Journal of neuroscience methods,10.1016/j.jneumeth.2016.12.010,jet
Sinkiewicz,2016,Medical engineering & physics,10.1016/j.medengphy.2016.11.009,parula
Jestrović,2016,Neuroscience,10.1016/j.neuroscience.2016.11.047,jet
Lu,2016,Behavioural brain research,10.1016/j.bbr.2016.12.012,jet-like
Webb,2016,Journal of abnormal psychology,10.1037/abn0000228,jet
Prerau,2016,"Physiology (Bethesda, Md.)",10.1152/physiol.00062.2015,jet
Butler,2016,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhw375,jet
Cohen,2016,NeuroImage,10.1016/j.neuroimage.2016.11.036,jet
Kantrowitz,2016,Brain : a journal of neurology,10.1093/brain/aww262,jet
Ortiz-Mantilla,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1162-16.2016,NA
Heimann,2016,Cognitive science,10.1111/cogs.12439,greyscale
Roehri,2016,IEEE transactions on bio-medical engineering,10.1109/TBME.2016.2556425,greyscale
Lee,2016,Computational and mathematical methods in medicine,10.1155/2016/2684731,jet
Lerga,2016,Computers in biology and medicine,10.1016/j.compbiomed.2016.11.002,jet
Aviyente,2016,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2016.11.006,jet
Huster,2016,Human brain mapping,10.1002/hbm.23457,NA
Kornmayer,2016,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,10.1080/15622975.2016.1258491,jet
Gao,2016,Scientific reports,10.1038/srep37065,jet
Gao,2016,International journal of neural systems,10.1142/S0129065717500058,jet
Yazmir,2016,Neuroscience,10.1016/j.neuroscience.2016.10.060,jet
Tard,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.09.014,jet
Wojtecki,2016,The European journal of neuroscience,10.1111/ejn.13429,jet
Sato,2016,Scientific reports,10.1038/srep36321,jet
Palmer,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1694-16.2016,jet
Kumar,2016,Frontiers in psychology,10.3389/fpsyg.2016.01558,jet
Chung,2016,NeuroImage,10.1016/j.neuroimage.2016.10.008,jet
Mahvash Mohammadi,2016,Journal of neuroscience methods,10.1016/j.jneumeth.2016.08.008,jet
Pornpattananangkul,2016,Neuropsychologia,10.1016/j.neuropsychologia.2016.07.037,jet
Wang,2016,Frontiers in psychology,10.3389/fpsyg.2016.01556,NA
Ozdemir,2016,Experimental brain research,10.1007/s00221-016-4730-5,NA
Cao,2016,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-016-0469-5,jet
Gajewski,2016,Biological psychology,10.1016/j.biopsycho.2016.08.002,jet
Şengür,2016,Brain informatics,10.1007/s40708-015-0029-8,jet
Dubois,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.2376-16.2016,parula
Galdo-Alvarez,2016,Frontiers in human neuroscience,10.3389/fnhum.2016.00467,jet
Sun,2016,Brain research,10.1016/j.brainres.2016.09.042,NA
Jestrović,2016,Brain research,10.1016/j.brainres.2016.09.041,NA
Wu,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1872-15.2016,NA
Zhang,2016,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2016.2611601,NA
Gazzellini,2016,Developmental neurorehabilitation,10.1080/17518423.2016.1216470,jet
Ma,2016,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2016.09.007,jet
Kanayama,2016,Brain topography,10.1007/s10548-016-0519-x,jet
Qian,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.07.013,jet
Sato,2016,PloS one,10.1371/journal.pone.0162039,jet
Palmisano,2016,Frontiers in psychology,10.3389/fpsyg.2016.01205,jet
Khatun,2016,IEEE journal of translational engineering in health and medicine,10.1109/JTEHM.2016.2544298,RdYlBu
Sallard,2016,Experimental brain research,10.1007/s00221-016-4753-y,jet
Annic,2016,Frontiers in human neuroscience,10.3389/fnhum.2016.00390,NA
Enriquez-Geppert,2016,Brain topography,10.1007/s10548-016-0512-4,YlRdBlackBl
Staresina,2016,eLife,10.7554/eLife.17397,greyscale
Liu,2016,Neuroreport,10.1097/WNR.0000000000000651,greyscale
Meppelink,2016,Parkinsonism & related disorders,10.1016/j.parkreldis.2016.07.010,jet
Hasan,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.06.012,jet
Fedele,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.06.009,jet
Morabito,2016,International journal of neural systems,10.1142/S0129065716500398,jet
Lagarde,2016,Epilepsia,10.1111/epi.13464,YlRdBlackBl
McLelland,2016,Scientific reports,10.1038/srep29335,NOACCESS
Wang,2016,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi, ,jet-like
Li,2016,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2016.06.018,jet
Popovych,2016,NeuroImage,10.1016/j.neuroimage.2016.06.052,jet
Tillem,2016,Biological psychology,10.1016/j.biopsycho.2016.06.011,jet
Carriere,2016,Journal of Parkinson's disease,10.3233/JPD-160828,jet
Nikolaev,2016,Brain and cognition,10.1016/j.bandc.2016.06.004,jet
Kalitzin,2016,International journal of neural systems,10.1142/S0129065716500271,RdBu
Fabrizi,2016,Scientific reports,10.1038/srep28642,jet
Horki,2016,Journal of neuroscience methods,10.1016/j.jneumeth.2016.06.015,jet
Cuellar,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.04.027,jet
Mathes,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.04.019,jet
Huang,2016,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2016.04.011,greyscale
Yan,2016,Neuroreport,10.1097/WNR.0000000000000609,jet-like
van Klink,2016,Epilepsia,10.1111/epi.13423,NA
Koerner,2016,Hearing research,10.1016/j.heares.2016.06.001,jet
Meijer,2016,NeuroImage,10.1016/j.neuroimage.2016.05.071,jet
Meng,2016,Frontiers in psychology,10.3389/fpsyg.2016.00616,jet
Araki,2016,NeuroImage,10.1016/j.neuroimage.2016.05.066,NA
Lechinger,2016,Journal of neurology,10.1007/s00415-016-8150-z,NA
Harati,2016,... IEEE Signal Processing in Medicine and Biology Symposium (SPMB). IEEE Signal Processing in Medicine and Biology Symposium,10.1109/SPMB.2015.7405421,jet
Michail,2016,Frontiers in human neuroscience,10.3389/fnhum.2016.00182,jet
Fiáth,2016,The European journal of neuroscience,10.1111/ejn.13274,jet
van der Veen,2016,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-016-0435-2,jet
Meir-Hasson,2016,PloS one,10.1371/journal.pone.0154968,jet
González-Villar,2016,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-016-0434-3,jet
Tan,2016,NeuroImage,10.1016/j.neuroimage.2016.05.006,jet
Shen,2016,The European journal of neuroscience,10.1111/ejn.13266,jet
Tu,2016,Frontiers in computational neuroscience,10.3389/fncom.2016.00032,jet
Corsi-Cabrera,2016,Journal of sleep research,10.1111/jsr.12415,jet
Park,2016,Human brain mapping,10.1002/hbm.23225,jet-like
Ethridge,2016,Translational psychiatry,10.1038/tp.2016.48,NA
Chew,2016,Cognitive neurodynamics,10.1007/s11571-015-9363-z,jet
Qaraqe,2016,Epilepsy & behavior : E&B,10.1016/j.yebeh.2016.02.039,REMOVE
Lin,2016,IEEE transactions on bio-medical engineering,10.1109/TBME.2016.2549048,jet-like
Tschentscher,2016,Journal of cognitive neuroscience,10.1162/jocn_a_00960,jet
Chandran K S,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.3633-15.2016,jet-like
Hwang,2016,PloS one,10.1371/journal.pone.0151906,NA
Kappenman,2016,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2015.11.007,jet
Benedek,2016,Epilepsia,10.1111/epi.13355,jet
Cooper,2016,NeuroImage,10.1016/j.neuroimage.2016.03.010,jet
Crewther,2016,Experimental brain research,10.1007/s00221-016-4601-0,NA
Sengupta,2016,Journal of neurophysiology,10.1152/jn.00043.2016,jet
Sakellariou,2016,Frontiers in neuroinformatics,10.3389/fninf.2016.00005,jet
Liu,2016,Journal of neural engineering,10.1088/1741-2560/13/2/026026,NA
Bidelman,2016,International journal of audiology,10.3109/14992027.2016.1141246,jet
Steele,2016,NeuroImage,10.1016/j.neuroimage.2016.02.046,jet
Cohen,2016,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2016.02.001,jet
Hudson,2016,Journal of neurophysiology,10.1152/jn.01058.2015,jet
Fonken,2016,Journal of neurophysiology,10.1152/jn.00708.2015,RdYlBu
Agyei,2016,Neuropsychologia,10.1016/j.neuropsychologia.2016.02.001,NA
Case,2016,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2016.01.006,jet
Tamura,2016,Brain research,10.1016/j.brainres.2016.01.032,jet
Ciuparu,2016,The European journal of neuroscience,10.1111/ejn.13179,jet
Schneider,2016,Developmental cognitive neuroscience,10.1016/j.dcn.2016.01.001,greyscale
Wang,2016,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2015.2512258,jet
Kabbara,2016,PloS one,10.1371/journal.pone.0146282,jet
Harper,2016,Psychophysiology,10.1111/psyp.12604,jet
Antonakakis,2016,Biological psychology,10.1016/j.biopsycho.2015.12.006,jet
Mideksa,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7320278,jet
Ruyi Foong,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7320244,NA
Albera,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7320002,RdYlBu
Kitahara,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7319913,jet
Traitruengsakul,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7319807,jet
Comani,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7319252,jet
Boubchir,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2015.7318719,RdBu
Vecchiato,2016,Frontiers in psychology,10.3389/fpsyg.2015.01944,NA
Nunez,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7591537,jet
Kim,2017,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1702877115,hot
Grinenko,2017,Brain : a journal of neurology,10.1093/brain/awx306,NA
Sharmila,2017,Journal of medical engineering & technology,10.1080/03091902.2017.1394389,parula
Taherisadr,2017,"Sensors (Basel, Switzerland)",10.3390/s17122895,NA
Munia,2017,Scientific reports,10.1038/s41598-017-17414-x,jet-like
Lustenberger,2017,NeuroImage,10.1016/j.neuroimage.2017.12.007,jet
Kang,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.10.024,jet
Kaminska,2017,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhx206,parula
Luna,2017,Headache,10.1111/head.13231,RdYlBu
Kambara,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.10.018,RdYlBu
Lee,2017,Journal of neurophysiology,10.1152/jn.00171.2017,jet
Xie,2017,Journal of neural engineering,10.1088/1741-2552/aa9dbe,NA
Goudman,2017,Journal of pain research,10.2147/JPR.S145783,jet
Moreau,2017,The European journal of neuroscience,10.1111/ejn.13782,NA
Guay,2017,Neuropsychologia,10.1016/j.neuropsychologia.2017.11.022,RdBu
Elben,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.10.015,jet
Yusuf,2017,Brain : a journal of neurology,10.1093/brain/awx286,jet
Han,2017,Chemical senses,10.1093/chemse/bjx072,jet
Simon,2017,Journal of cognitive neuroscience,10.1162/jocn_a_01205,jet
Holgado,2017,Journal of science and medicine in sport,10.1016/j.jsams.2017.10.032,parula
Waldman,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.10.004,RdYlGr
Shimamoto,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.08.036,jet
Velmurugan,2017,Epilepsia,10.1111/epi.13940,jet
Zibrandtsen,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.09.115,jet
Öztoprak,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.09.105,jet
Liu,2017,Frontiers in human neuroscience,10.3389/fnhum.2017.00489,jet
Schnakenberg Martin,2017,Neuropsychobiology,10.1159/000480511,jet
Molina,2017,Accident; analysis and prevention,10.1016/j.aap.2017.10.014,jet
Quynh Tran Ly,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2017.8037499,jet
Tianxiao Jiang,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2017.8037190,NA
Jestrović,2017,Brain structure & function,10.1007/s00429-017-1535-7,jet
Manoochehri,2017,Epilepsia,10.1111/epi.13926,jet
Corcoran,2017,Schizophrenia research,10.1016/j.schres.2017.09.047,NA
Colominas,2017,IEEE transactions on bio-medical engineering,10.1109/TBME.2017.2761982,jet
Lundin,2017,Bipolar disorders,10.1111/bdi.12561,NA
Golshan,2017,Journal of neuroscience methods,10.1016/j.jneumeth.2017.10.001,jet
Schriever,2017,PloS one,10.1371/journal.pone.0185596,jet
Meha-Bettison,2017,International journal of audiology,10.1080/14992027.2017.1380850,RdBu
Heinrichs-Graham,2017,NeuroImage,10.1016/j.neuroimage.2017.09.059,jet
Valadez,2017,Psychophysiology,10.1111/psyp.13010,jet
Vijayakumar,2017,IEEE transactions on bio-medical engineering,10.1109/TBME.2017.2756870,jet
Bolaños,2017,"Alcoholism, clinical and experimental research",10.1111/acer.13510,jet
Pinheiro,2017,Biological psychology,10.1016/j.biopsycho.2017.09.012,jet
Gulbinaite,2017,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1163-17.2017,jet
Janssens,2017,Psychophysiology,10.1111/psyp.13011,jet
Premoli,2017,NeuroImage,10.1016/j.neuroimage.2017.09.023,jet
Fecchio,2017,PloS one,10.1371/journal.pone.0184910,jet
Wagner,2017,Journal of cognitive neuroscience,10.1162/jocn_a_01183,jet
Marquez-Chin,2017,The journal of spinal cord medicine,10.1080/10790268.2017.1369215,jet
Cuellar,2017,Brain sciences,10.3390/brainsci7090114,jet
Watts,2017,Biological psychology,10.1016/j.biopsycho.2017.08.054,jet
Fargier,2017,Psychophysiology,10.1111/psyp.12982,jet
Olbrich,2017,Neural plasticity,10.1155/2017/6160959,Cyan-Black
Alazrai,2017,"Sensors (Basel, Switzerland)",10.3390/s17091937,NA
Sereshkeh,2017,International journal of neural systems,10.1142/S0129065717500332,NA
Wang,2017,Frontiers in aging neuroscience,10.3389/fnagi.2017.00239,jet
Gong,2017,Journal of motor behavior,10.1080/00222895.2017.1327417,jet
Jantzen,2017,Journal of motor behavior,10.1080/00222895.2017.1327414,jet
Zäske,2017,Neuropsychologia,10.1016/j.neuropsychologia.2017.08.011,jet
Lee,2017,Schizophrenia research,10.1016/j.schres.2017.07.032,jet
Kobayashi,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.06.249,jet
Poch,2017,Biological psychology,10.1016/j.biopsycho.2017.07.015,jet
Omidvarnia,2017,Human brain mapping,10.1002/hbm.23723,NA
Gardony,2017,Brain and cognition,10.1016/j.bandc.2017.07.003,jet
Brown,2017,Psychophysiology,10.1111/psyp.12959,jet
Dal Maso,2017,Experimental brain research,10.1007/s00221-017-5035-z,NA
Zahra,2017,Computers in biology and medicine,10.1016/j.compbiomed.2017.07.010,RdBu
Wiesman,2017,Human brain mapping,10.1002/hbm.23720,RdBu
Bramão,2017,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2017.06.007,NA
